METHOD = DISCRETIZE

	Running discretize based tests on Mersenne 

	15. Random Excursions Variant Test (p04)    PASS!	p=0.23229	0.78741	0.89054	0.71192	0.13933	0.94875	0.29627	0.78985	0.85351	0.28642	0.78741	0.18145	0.57137	0.63697	1.00000	0.81477	0.56571	0.91233	0.40896	0.46911	0.39377	0.97344	0.62947	0.15209	0.83971	0.88372	0.96665	0.68280	0.40702	0.40334	0.01810	0.95646	0.46825	0.38603	0.93991	0.60335	0.15430	0.84595	0.60151	0.56568	0.92404	0.83117	0.29484	0.67893	0.60151	0.38376	0.63618	0.71192	0.70726	0.52243	0.66982	0.79211	0.77312	0.93460	0.46018	0.05747	1.00000	0.56290	0.49139	0.63214	0.54234	0.00053	0.38285	0.86180	0.69972	0.31485	0.33457	0.67948	0.24291	0.43437	0.43968	0.29129	0.43968	1.00000	0.22780	0.66083	0.19374	0.72211	0.82378	0.44090	0.15209	0.85278	0.42843	0.43342	0.81124	0.20578	0.18861	
	15. Random Excursions Variant Test (p05)    PASS!	p=0.58641	0.57615	0.80767	0.68309	0.15038	0.61886	0.24821	0.90619	0.41422	0.23859	0.82306	0.13253	0.63227	0.79419	0.95570	0.94837	0.70320	0.95147	0.36131	0.52946	0.34578	0.88294	0.53825	0.15658	0.76559	0.90348	0.74626	0.38495	0.50499	0.25551	0.05619	0.92786	0.58556	0.26059	0.93359	0.62246	0.04382	0.90231	0.56370	0.36429	0.67329	0.81366	0.26546	0.64724	0.63043	0.51148	0.74377	0.68309	0.59722	0.47950	0.63735	0.87140	0.93649	0.85602	0.41422	0.06749	0.94201	0.47729	0.39421	0.47049	0.84739	0.01060	0.74776	0.87259	0.66982	0.34578	0.25062	0.64783	0.16849	0.50425	0.42138	0.33371	0.51358	0.76302	0.40466	0.77721	0.21514	0.76808	0.68158	0.54280	0.24335	0.77395	0.45883	0.28984	0.66788	0.30268	0.19211	
	15. Random Excursions Variant Test (p06)    PASS!	p=0.42661	0.67260	0.78253	0.87737	0.19457	0.57270	0.23006	0.84113	0.64343	0.18145	0.93265	0.23490	0.55899	1.00000	0.70546	0.55695	0.88550	0.83599	0.36967	0.69733	0.34957	0.61646	0.45664	0.44969	1.00000	0.89063	0.63712	0.26987	0.92472	0.33355	0.01217	0.83733	0.61063	0.27719	0.60327	0.60881	0.17474	0.62617	0.51269	0.19849	0.40278	0.78927	0.22544	0.55318	0.74342	0.69134	0.94091	0.64343	0.54908	0.42268	0.59298	0.94147	0.71780	0.83700	0.35454	0.07296	1.00000	0.46830	0.28480	0.47820	0.91312	0.02747	0.81650	0.91312	0.93577	0.42268	0.26417	0.33898	0.37978	0.65601	0.45885	0.30749	0.64850	0.56881	0.44969	1.00000	0.21283	0.73810	0.42900	0.73007	0.70546	0.96289	0.56685	0.19043	0.82233	0.42775	0.16317	
	15. Random Excursions Variant Test (p07)    PASS!	p=0.09287	0.51569	0.83826	0.58388	0.16053	0.70292	0.30170	0.63526	0.78419	0.11385	0.76418	0.33055	0.62140	0.72634	0.60184	0.20779	0.90956	0.62421	0.36911	0.81802	0.38450	0.58696	0.65966	0.91098	0.61708	0.78627	0.45675	0.35108	0.53861	0.84877	0.00463	0.46612	0.51861	0.53861	0.21876	0.62029	0.61209	0.38728	0.43858	0.16159	0.47950	0.75183	0.40278	0.66100	1.00000	0.81430	0.79246	0.58388	0.87926	0.34278	0.52709	0.76108	0.55655	0.90312	0.27332	0.05049	0.62559	0.63355	0.23644	0.56128	0.79625	0.05263	0.55630	0.82964	0.84877	0.34278	0.32175	0.11979	0.95396	0.42920	0.50018	0.16564	0.89274	0.68583	0.37109	0.58759	0.18588	0.12937	0.44090	0.74397	0.73732	0.62029	0.71780	0.19671	0.65791	0.45882	0.12114	
	15. Random Excursions Variant Test (p08)    PASS!	p=0.79857	0.60558	0.71218	0.47950	0.17423	0.80554	0.27866	1.00000	0.34578	0.07245	0.51861	0.22642	0.89853	0.89728	0.50058	0.13000	0.50931	0.09169	0.52709	0.69206	0.47496	0.44422	0.66982	1.00000	0.69854	0.52861	0.47117	0.58800	0.27902	0.38889	0.00308	0.05987	0.54113	0.71822	0.11235	0.39377	0.82726	0.15128	0.50499	0.15730	0.85513	0.68309	0.58915	0.82085	1.00000	0.54420	0.82085	0.47950	0.60099	0.22067	0.41422	0.91070	0.49015	0.93738	0.23859	0.04900	0.41283	0.90203	0.37026	0.93359	0.50499	0.33592	0.57752	0.82414	0.71192	0.14483	0.35555	0.11358	0.88150	0.24739	0.66342	0.10597	1.00000	0.93064	0.38648	0.62406	0.11842	0.00832	0.28642	0.52709	0.77283	0.61886	1.00000	0.27866	0.22995	0.74989	0.12134	
	15. Random Excursions Variant Test (p09)    PASS!	p=0.14940	0.91098	0.58388	1.00000	0.62393	0.66982	0.08326	0.72367	0.30743	0.25790	0.37109	0.22676	0.65869	0.31430	0.86763	0.20671	0.37400	0.04461	1.00000	0.39117	0.47950	0.43951	0.46018	0.45325	0.65472	0.33198	0.57910	1.00000	0.26059	0.13559	0.00666	0.04639	0.56370	1.00000	0.08012	0.17573	0.57075	0.11759	1.00000	0.10247	1.00000	0.47950	0.68850	1.00000	0.56370	0.29351	0.69489	0.22067	0.30818	0.09896	0.72367	0.84597	0.63259	0.68309	0.22067	0.04535	0.66252	0.83117	0.64808	1.00000	0.38648	0.61708	0.86076	1.00000	0.83117	0.06902	0.21835	0.17059	0.36616	0.23859	0.54649	0.19360	1.00000	0.29129	0.61708	0.90348	0.03461	0.01219	0.21835	0.27332	0.61708	0.80554	0.47950	0.38648	0.37286	0.74042	0.37109	
	15. Random Excursions Variant Test (p10)    PASS!	p=0.84035	1.00000	0.78419	0.68309	0.16981	0.83117	0.11235	0.72367	0.41422	0.77730	0.26355	0.37540	0.15111	0.65472	0.40466	0.17389	0.70320	0.71500	0.46521	0.39117	0.59588	0.82520	0.80554	0.08012	1.00000	0.71600	0.57910	0.34808	0.61708	0.20083	0.29129	0.71725	0.44142	0.16913	0.13361	0.62246	0.70546	0.64531	0.38648	0.27630	0.75183	0.47950	0.28505	0.69489	1.00000	0.59943	0.55630	0.22067	0.42801	0.09896	0.28884	0.62722	0.55010	0.89176	0.15304	0.11956	0.82726	1.00000	0.58388	1.00000	1.00000	0.86763	0.79246	0.77283	0.52243	0.47950	0.62246	0.83303	0.05281	1.00000	0.03481	0.61708	0.76302	0.05002	0.31731	0.46685	0.35254	0.14037	0.38889	0.58388	0.80259	0.62246	0.68617	0.88523	0.19803	0.82520	0.57615	
	15. Random Excursions Variant Test (p11)    PASS!	p=0.24663	0.79625	0.79215	1.00000	0.23448	1.00000	0.86763	0.75946	0.63735	0.87028	0.43858	0.81606	0.03538	0.51861	0.77283	0.08214	0.41992	0.83303	0.59816	0.27608	0.30743	0.94916	0.94334	0.24821	0.69854	1.00000	0.29795	0.36658	0.88523	0.21835	0.86180	0.56531	0.61708	0.27902	0.34814	0.94334	0.91312	0.48960	0.24335	0.52965	0.36131	0.22067	0.44040	0.49691	0.73888	1.00000	0.49691	0.63735	0.79372	0.13442	0.68309	0.77918	0.62906	0.27136	0.55569	0.63781	0.85011	0.53825	0.34278	1.00000	0.61708	0.92334	0.83949	0.95570	0.01935	0.90714	0.17693	0.36131	0.29672	0.54029	0.48623	0.81736	0.48623	0.33835	0.56370	0.36273	0.69627	0.14786	0.35555	0.59816	0.77283	0.83117	0.90714	1.00000	0.42352	0.94916	0.19671	
	15. Random Excursions Variant Test (p12)    PASS!	p=0.29365	0.68916	0.87028	0.27332	0.38046	0.84877	0.69854	0.17896	0.85513	0.94957	0.54851	0.38709	0.07542	0.21130	0.94058	0.09026	0.33428	0.41422	0.87028	0.35739	0.42920	0.88222	0.54483	0.37109	0.42371	0.78627	0.21485	0.48432	0.82306	0.29427	0.83971	0.74601	0.93141	0.28818	0.57615	0.37844	0.86577	0.36508	0.00195	0.71500	0.32220	0.20590	0.51094	0.59873	0.60558	0.76906	0.79246	0.85513	0.91933	0.05778	0.75183	0.93077	0.66893	0.16159	0.92726	0.76544	0.88362	0.39083	0.32719	1.00000	0.79625	0.82306	0.58292	0.89728	0.01004	0.96397	0.22587	0.17160	0.48842	0.79215	0.94625	0.92873	0.22492	0.54400	0.65472	0.25475	0.38467	0.14688	0.58199	1.00000	0.82306	0.29560	0.55702	0.65138	0.85941	0.72956	0.42371	
	15. Random Excursions Variant Test (p13)    PASS!	p=0.53884	0.35254	0.53456	0.01355	0.48132	1.00000	1.00000	0.22910	0.64343	0.87260	0.67260	0.41088	0.35848	0.13913	0.37782	0.13228	0.41449	0.53456	1.00000	0.65001	0.46236	0.70718	0.37672	0.44969	0.39802	0.61413	0.24886	0.47814	0.74086	0.37540	0.95456	0.51558	0.91312	0.23755	0.92472	0.16280	0.52032	0.34750	0.00032	0.71882	0.40278	0.06137	0.44868	0.55318	0.66252	0.84264	0.76685	0.75762	0.89784	0.01616	0.04502	0.65955	0.55702	0.44040	0.93850	0.50133	0.86898	0.46830	0.31702	0.95649	1.00000	0.75278	0.81650	0.79904	0.04395	0.73113	0.22642	0.18859	0.46421	0.59298	0.95456	0.87983	0.21000	0.42503	0.70546	0.23338	0.48220	0.19993	0.42900	0.67885	0.77681	0.19268	0.54128	0.35371	0.76464	0.73844	0.89912	
	15. Random Excursions Variant Test (p14)    PASS!	p=0.53884	0.27980	0.24756	0.00008	0.45218	0.94334	0.96163	0.37676	0.94575	0.85044	0.88150	0.28263	0.65869	0.13604	0.34494	0.13641	0.79950	0.54280	0.95147	0.90897	0.47950	0.94131	0.51151	0.50499	0.45606	0.37384	0.26726	0.31354	0.83497	0.43437	0.68767	0.16507	0.65340	0.55967	1.00000	0.18919	0.44969	0.34147	0.00004	0.58621	0.39908	0.01842	0.42268	0.64724	0.70031	0.89553	0.74377	0.89176	1.00000	0.04108	0.00016	0.82071	0.52383	0.49624	0.89176	0.40086	0.88433	0.56967	0.31530	0.80989	0.50058	0.78118	0.88378	0.89791	0.06464	0.29657	0.20339	0.21878	0.41357	0.43206	0.65108	0.84148	0.26892	0.36571	0.73888	0.24109	0.44687	0.25831	0.32476	0.95147	0.55967	0.20339	0.97314	0.26847	0.62055	0.76839	0.79419	
	15. Random Excursions Variant Test (p15)    PASS!	p=0.56250	0.31187	0.25911	0.00000	0.40776	0.94875	1.00000	0.33736	0.80554	0.76534	0.78741	0.18952	0.97344	0.17753	0.36571	0.15129	0.81828	0.47422	0.86883	0.75637	0.48837	0.81570	0.45792	0.54649	0.50018	0.32354	0.27699	0.29957	0.73446	0.47950	0.49535	0.14796	0.66342	0.85053	0.93991	0.22067	0.45885	0.37443	0.00000	0.53825	0.36505	0.13559	0.49338	0.59460	0.72772	0.81224	0.81303	0.90203	0.94556	0.02296	0.00002	0.86052	0.34877	0.23409	0.62246	0.39572	0.62168	0.60707	0.32175	0.86180	0.43342	0.80161	0.87393	0.68461	0.08263	0.28642	0.22067	0.25256	0.66852	0.47729	0.58544	0.43308	0.31731	0.41325	0.76302	0.01164	0.30806	0.30656	0.45792	0.74118	0.54649	0.23498	0.60462	0.29627	0.90495	0.50546	0.71078	
	15. Random Excursions Variant Test (p16)    PASS!	p=0.14940	0.36852	0.38933	0.00000	0.43029	0.85920	0.81018	0.49246	0.82085	0.96871	0.95055	0.16585	0.64593	0.21485	0.40538	0.16948	0.77811	0.57752	1.00000	0.84910	0.52388	1.00000	0.37474	0.57910	0.53514	0.31297	0.31731	0.43496	0.46659	0.51541	0.40302	0.17512	0.65005	0.62742	0.83522	0.25991	0.46307	0.42865	0.00000	0.59722	0.40473	0.55630	0.48132	0.58649	0.93619	0.97095	0.87038	0.65061	0.94992	0.00402	0.00060	0.76698	0.44580	0.13112	0.23448	0.44686	0.56531	0.55431	0.37554	0.93619	0.57517	0.57910	0.86479	0.33667	0.06679	0.29992	0.25991	0.23067	0.94291	0.55630	0.64556	0.37480	0.35764	0.40302	0.78151	0.00308	0.21411	0.34694	0.68205	1.00000	0.57910	0.25991	0.51933	0.33667	0.76259	0.64593	0.78018	
	15. Random Excursions Variant Test (p17)    PASS!	p=0.18133	0.37084	0.38315	0.00000	0.37554	0.65966	0.76559	0.55294	0.59816	0.91277	0.90807	0.21189	0.47595	0.24821	0.43858	0.22868	0.71832	0.74141	0.92489	0.85941	0.61561	0.84180	0.35670	0.60558	0.56370	0.28707	0.35188	0.59031	0.38352	0.54483	0.45956	0.22415	0.56770	0.62830	0.92287	0.29427	0.49452	0.50571	0.00000	0.50439	0.46243	0.71500	0.46872	0.54342	0.94058	0.86539	1.00000	0.39908	0.88378	0.00126	0.06789	0.96000	0.71114	0.27605	0.03070	0.52766	0.57314	0.54483	0.46498	0.97027	0.65472	0.57587	0.68355	0.32032	0.06126	0.29682	0.29427	0.28849	0.92034	0.62635	0.72610	0.42347	0.39180	0.39180	0.79625	0.09087	0.15607	0.38125	0.89884	0.77730	0.60558	0.29427	0.60192	0.37109	0.62715	0.95452	0.81736	
	15. Random Excursions Variant Test (p18)    PASS!	p=0.01763	0.37087	0.38788	0.00000	0.31786	0.71738	0.94418	0.34556	0.58604	0.86383	0.95675	0.26527	0.52035	0.27808	0.46685	0.25816	0.78161	0.79048	0.96468	0.93370	0.63720	0.48620	0.33941	0.62763	0.58759	0.31731	0.38186	0.59541	0.48562	0.56949	0.55854	0.22716	0.90711	0.80837	0.73877	0.32453	0.52108	0.59206	0.00000	0.46777	0.51445	0.86383	0.53803	0.29536	0.94418	0.87349	0.66859	0.48824	0.80479	0.00509	0.07174	0.88760	0.83920	0.40930	0.01748	0.39813	0.45872	0.56949	0.47864	0.88864	0.44121	0.51779	0.74967	0.32699	0.09799	0.28104	0.32453	0.37090	0.92516	0.60691	0.79799	0.40959	0.42117	0.42117	0.80837	0.31731	0.15133	0.41080	0.78817	0.69024	0.62763	0.32453	0.82548	0.40081	0.56438	0.87233	0.89215	

	Running discretize based tests on Deterministic 

	01. Monobit Test                            PASS!	p=0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
	02. Block Frequency Test                    PASS!	p=0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
	03. Independent Runs Test                   FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	04. Longest Runs Test                       FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	05. Matrix Rank Test                        FAIL!	p=0.00000	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	
	06. Spectral Test                           FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	07. Non Overlapping Patterns Test           FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	08. Overlapping Patterns Test               PASS!	p=0.00000	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	0.95194	
	09. Universal Test                          SKIP!	p=SKIPPED	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000	
	10. Linear Complexity Test                  FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	11. Serial Test (p01)                       FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	11. Serial Test (p02)                       FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	12. Approximate Entropy Test                FAIL!	p=0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
	13. Cumulative Sums Test (Forward)          PASS!	p=0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
	13. Cumulative Sums Test (Backward)         PASS!	p=0.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
